img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/Complexcon 2025 E-ticket.pdf---image_page1_3.png, qrcode = TA25CCTEST3CLwdmZmcn3BMfZVmJiTwo3kE+mg6hrpS4Krkecc1arFA2NGnGFXlbqBpgGtx1eaT7qgSzHE0u9jpKmUivIXei4b+i6j/b+I/wh9JnvSW7y/+w48K8WSRD4a98gMQ9/5Fo9 , seat_info = A 25
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882055.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnxzyZsrnN1J98dBs7/MrEgJ6HfNNVygTeNRDY9JGLjYHkbOmmsG2ktw91JMs4kCIsTIOLp1gy9L/40iG9GmM1OnWhQPk6QA6G4qg , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882069.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnx/+bZjkMFQto98eAA8Cd1a6yt1GA8NmyY7XgMrIhL+qG9rSeG8jlERMMtkXJiLWYYGOinMk/4Xw7b/kxYOBFkLB6/AXf12/jrMU , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882068.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnx//OcznMAEj9t/Plb+oeijSzLnIvqB1WYJO4falVKml513rXHYZguxP8ATEAD4yrJNRM4k02vuvAOaBlrdNkyWzhPzSmHVOJRO/ , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882054.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnxzzO5noYAR6oYbeWCk+7CuEMnq8Pa9fD+1ugDWt+2KjVuEWpX/iPgArwXY8o0jjFHfSfe5a5nMz0683/2uQoJTMB/ApBfslx4Va , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882040.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnx33Pp20ZgJ+8YH1nPPZ43z8Tp9A9hPD7y+gDP+AK4NhW+c60GYf2czQL+eLxYXPL3054d+fp+VkvXksr1fS7Or3nKikJO51dmIG , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882097.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnxDwPcjhYVd/8d4Ehbvfs+HK+6or4KTmmBKE+GQUpCVz/uT/t89ETDELDTkil5Kp/gfafN3LvkyhPcZDxPTP5OWplJ7oBtCUjQ1l , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882083.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnxH0a83nM1V49oX6WwVNYHEcXHC4fJm9P6KDEBKiW5azwgzYBhprEEK5MMImPspTdv0f2eKOv4zEMe8u5+J1y5wfw23K6mbhMwzU , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882108.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnhn/a83kNQYu89I19QPFmSQtdoki+EN0eOVitEJZLcNH4hQSEHyaaLUbsC7vV3ib4w0QmSsZxU2Czs5yHfLPW3/vINuu1AhhSVc6 , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882120.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnhv3bp3hNAN594Z69sPabZ5rsn/W2rNXVIXm+OGdBwqcEG4oTOqpWfuayMzbj4qLqai0EGm8hBz/xpf8QCDNtowZXF8TXRsF9UeV , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882134.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnhrzZ5/hM1UipoWuOrlo6Cs9lewLtU/243LOD+K6tLdN8ZUutyUPsq4F7uyaAIXHyXF2beD52X8QN1DctF8uxpkHDX5WL4r9gsuT , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882122.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnhv1Zpi3ZFZ5p9FFs9JS4Gv3CM3uSFTxaNPAtbUlUwp/PQ9xQP8jdMd4/TQFaJBq7+e8JKi/kIoiQ+n/RjxqJ90qTuq28iXyYHLE , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882136.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnhrxbcq1ZFN59t+4ytRmkHf0Gv8PuLp6TNBtwYy/BKviBToWOqyELPicmgsiAQFuTMGzIu0JebAsm3TNQyVvOicddsl7kcJn0xrt , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882095.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnxDyOpi1MlR6oIMFxEQbMiWZ9Q796F2gcQpm+0xcY30NFj/IwLhSXVqRSm1521r48hoZefIlCaIeQhGr19JKksQhHaTG48fFMRIG , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882056.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnxzxOZ3lMAEsoNEr/0OwmIf3Cq7Jkpb5FdfKfVlxtEYDO24AZjGk3duv1BW8Uwmkykc5dhik/DILjA/RrNm+h2tF6PM7skKI8ZfK , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882042.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnx31PMvhNAF49NO42uaBhwXdqnIaGRFsaw01pV3IQCayyyKvB/Htx3RtMwmQV6Q1caz1TdFCHu/WZwmxUmZHxmfn6qfBWd5OMJde , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882043.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnx30PJnnPFJ68ddIR4OFIcS6EfTxa1IT6ULKuxGOehkJTYNmTJNCiFLCKTWX1ZYhBZOlXLz5UeNR0ANboVZoc8RB4xEu8ML8vE14 , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882057.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnxzwbZ2yNwJ+9d9QqorebYtaurn8YXDIuAcLaiWzwqJ6r7ZlfSPsJE9Vg9fj/n+AWDIqvucw4bFyHhhWDWkmpiQXrELySBB7xaCs , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882080.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnxH3aJu3ZFcs9YQiPv//lYCquVm4KjrPuuU0tQyAHex/wAmt4eiIFyIzjVCj+Mih8AaFmGEyD7al8tdtCchMnsAfvH/ZTS+oTEhw , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882094.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnxDzbJ21NVN/9tfw4bzXUJMWj3wa0AdTU7bNTAl2vR1M8wGVCqk23pM3myoSGaQxz3HGNpRaT5nch1qEkOMppTppeluk/SKNwHK4 , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882137.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnhrwPZ7nZwV69IPnzK42Z/fWWM3gUOu0IgerLj9/4JAWW/ZufNYjUrBa4p1xOpFAqJ6UCkqIiHdcIweJJxu/Zh24r1a2EfTwQamW , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882123.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnhv0Z5nmMAF6pt9/vYGEqsIn5NYQCDWuNeJEABNkIT5R4ZQvnfxOul4yDBq+pNRCb1dyIwTvV3TsDaSZHNa4GjCxCSk91Mk+EvL/ , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882127.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnhvwZ52zYVd4o9SIHvnBLkQA0xiaiKi7wEIDjCHnwOxyj278kJr0szS3N1pWbkMudT7M5lPYHX6EafAwgn02YVY6b0eHzHOv5b2w , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882133.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnhr0bZ21MFJ++oaXeD5fQju+3+wnd8z6ecar9ugKmhKlKnMYcsMHSTyJu59HT5sn1cfYHdX+S6NA03CSfSCOpF4v5MBN9szMy+eX , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882090.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnxD3PcqzYVIvoNMkJl/RYVL6qzoS9Q8SWIxQsFABvwIRKeQnXbkPjfv3IDdpKGzmBz9e/3ws8VR6Jlo/1l88JzuctDGY6W5YeqWg , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882084.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnxHzPp3kMgYt9oSVcQSOZ1QMGNE1xANcxzF285Nat6VlMkjxxj5rsLANIanTaTzB4w+XU/helkGcQWYFpj6sEazwimgiuUVvQkTk , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882053.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnxz0O5e3NgYi+9IwAaf6bD1DP6+Z+yiVpUnN+9HniMjsy7y22A/uDv5bfxdq4rKGNRiDANLFR909yX2Ul7HPjTszJSlRuunEhKKo , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882047.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnx3wac2yYAN+9NZbYC43F1U+V+qTygR8Qud/OWuyTKjtyuI3EkQsdbh57IqpL3+0hFfT4vpufYG4MKyeunBcUAZxKERKxknnlNiT , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882046.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnx3xap3iNFIr9Nc32KTWQ++Wv1pEAN1w/nIUR/Dv7BGihvGe+lbkyYv+5nDsUrZD9K/7Jp5afqIwjLeD7NsKIJL8fp13qGElHJ9B , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882052.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnxz1O8yzNQF6p4ErR/+QHTKp1JtGR78ofb+fUKPMrkw7m4G7ZAfqpss7KCpD2mfH7Ongn0eMscpOOu8Om2ypCzVSyH5/y1/3dv/x , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882085.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnxHyb5qwYVIj8YMWUlb3D1bOve5vRrLA+En4pFipnYm53DwTL4hreAmD3YaKg9AlIU6stuZ1GcAOUSX+wc2h5g3WSY01+LfESAv1 , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882132.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnhr1apjnZF9+9tYq8u90NgixHqiIxVaGHZLTImz/9XLTKg9+rmalk9pyPL/J4FBdWl6e6KSX/sI+6Rv7ChesOBGvblODTh6RNmtW , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882126.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnhvxbpnlMFMu+4V+x+yOxKxswC9i+V748TQycbYUPDEMXMKRAlkfVAMRG/NKLZ9xzQwj/ESYU2IP3IdUPw0oW9crSfDb/JSDBDBu , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882118.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnhj/Zp23PFF58YZEkCwvloK1/0kVfon106i5pnZyooRUn3WDxMgBd/13bGiQiDo53Oz4CyCggcTpcDVy4dXw7NGEKBLPWb+kxHN2 , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882130.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnhr3acuwM1ct94HAKlqpVKz86bxocH+L7MOPEyYzLM8B1B+4e4G3wzM1ViTsjgMPqu2lxIJNpRWcHL/C4aNrRQmjU/D95IbuQPYR , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882124.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnhvzZ8ziMAF68dTgRyqSkX5lyAOVU247orCXFnqqacoi+DE1XQc5NZVUDvcfztbXEypRG8+QSO8Y6Macw7cwoOv6pSNbx78a5irC , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882087.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnxHwPs/lNQJ9oYJloQ5QNJrVi7tMkKoAVH1hZjKhVh8pfdEbz9yRntaZyZhzBZWiAt9waZlZSQSt8f8bSwaFyilQnDMNMQmDMJFc , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882093.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnxD0Psq1NVYu99P+Ll6YWBVmbyTSC5wG+a5ybXnzQQMTLb3Uxk91hAyv7MiMoKBZPL4Jwzfnp/KLCPPmGu/2A0Xy+AsmDI4LOUbC , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882044.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnx3zOpqwZlZ69oICr8Aqr66X0EeCAmQjuC6/28mR36NPoy5viyXwrjfqee+7F8yedPY0HGhlvT7qXhfU0bTgbsxQxE6TWnET87qd , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882050.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnxz3OZe3NQMo9NLWWri+vPNbnXfPfiUF4pKhmNjAcq/BL6nxRyV3QpudvXXrTO0thYXoVrNzqRi8VVrs2Q0yyRc0Rn+qte2HjpLV , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882051.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnxz2PcizMFYt94OggHr1bjz5kctXqSHjAEQZO9ONy7BXQmobyoHLCzahVu+urPQEQ2PaFm8lZZ/TniC87ZGOitW02QkQ3BqaaQv8 , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882045.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnx3yacy0M1Uv99Dmr0QhgfzB5F3OznSulzM05xsYLjyPvUaCYWS87y2p7Gf/eXI35JB8pX37jI0sbesfR2dDfstG0psvL+wiNu2V , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882079.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnx7+aJ7iYVIioYZm5tIUa6wkX0/PwpKzg2XH8Tw9ei09YQ1C4VLPHfNJi+OSasZGPlegxR8NhFK7is+Yxqbk5h7qEQhx1m08cnfX , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882092.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnxD1apjoZFR69dRgcsCTeQvU5zBi9ZZzPbT19Skxhv0tjIK+HE5kgu4+qEPtUvApZIDhNtP1fRh6vMMNrLBq/laexonjM/IxWG4+ , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882086.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnxHxbsjoZgQioNIn7wrhxFn/jfjq072ArW0xF8n3/xv9+lDX5wtUYmLquQ1F0rXSDgFbmYf5PUl6NBOITBR1VBQB9xaiAWqjLc7T , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882125.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnhvyb5/gMlYrpISsTs5OeUDmAdvDT9WtpJIrHvfxYoHJeQHmhzzzrl/94yuiQLOZR6y8uqQ+DGVGWA174cd9OhDYL971hbIBzWWn , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882131.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnhr2aJ3mZlB6+oa/mrRuxGYwg5IiWwYjBNgK0LyrLxHYB8uuzmAeFHT1H2fnFM441Tqu6NWESc9SEnmERHF3e05fdoi2Ud5kBNrf , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882119.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnhj+Zsq0MAN6odEoaPLOBZZgnW/fKX2ZNevvf394krW5Smd22OfnY9Tew8yQEW0z3U78tQjorx2oIA8mV2Y6QBCe3W8oQsAptgOQ , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882114.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnhjzbMjmZFIu9953KQ33blWz1Wa6n783NJj8Hk+PMZrtpXNRoW0FcKoGEzl8NnvUgwpgUnkoh+KPVa7BUt+QyU06I9BwtAw+4HJF , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882100.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnhn3apfnMF4v8YU9U/T9yGR0E5uYdDUl1IF5S8IKsxzKklrHvsAwYRkSgZExSm23+gt/hXA9GyDe3GR7kYYNWr8QIPWMS8hTFloT , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882060.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnx/3ap7hZ14p9df3OiIrewJHD0NtkOjunWA65Z9WxpfnE9KNkCGKbPS2+MkSOcG7pYmi3HYt9CnwD6BqiSScqzP3a9VNcMlo3HFG , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882074.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnx7zapa3ZFJ+89BQPr28WoI5XB/BtXITdYM+tRHZSn1P03lJu+jUMHMbdTV9+b+7aK9staP5om69OiBjL87t1rOIsToX++FyVISb , seat_info = 未解析出座位
img_path = /Users/zhoudong/projects/maoyan/movie-data-automation/performance/pdf/ComplexCon 2025 Mar 23/maoyan/Mar 23 Sun T1S T1站位 1788/maoyan_178張/Block C/20250227164433882049.pdf---image_page1_3.png, qrcode = TA25CCHK01CL2sSKksn3BMfZVWJtTwwwlzucmCgOnx3+O5mwMVAjo9abkCpZ2ekGdxO6AY/5wgpGOR8QKkNuGmVQL9fySTjoDrdLTbXP9/tUwOo4I7Xge16v+6FYUOrUYUeu8pLTC7mn , seat_info = 未解析出座位
